domain	topic	top-5	top-10	top-15	top-20
wiki	russian russia moscow soviet ukrainian ukraine petersburg union vladimir georgian ussr republic oblast latvian latvia ivan alexander belarus kiev georgia	2.6	2.6	2.4	2.42857142857
wiki	village england parish local north wales west town south east county council road area church centre part mile yorkshire hill	2.0	2.44444444444	2.72727272727	2.22222222222
wiki	parameter need message box fix invalid "type=license page template image ::::this #default license summary .#default#default#default .#default photo #default#default category licensing	1.71428571429	1.54545454545	1.44444444444	1.58333333333
wiki	software user file application system support version windows microsoft web server include datum allow program create feature language open release	2.90909090909	3.0	2.54545454545	2.66666666667
wiki	festival event hold night include week christmas annual celebrate sunday holiday place show celebration host club concert anniversary friday official	2.55555555556	2.66666666667	2.72727272727	2.1
wiki	language word english form speak dialect vowel mean verb noun meaning speaker consonant common grammar sound term refer latin write	2.75	2.88888888889	2.6	2.66666666667
wiki	term form theory social idea view concept describe individual consider refer human culture system society need influence argue person point	2.55555555556	1.7	2.0	1.88888888889
wiki	pakistan islamic iran khan muhammad muslim ali islam persian arabic ibn abu iranian bin shah mosque arab saudi ahmad pakistani	2.625	2.8	2.4	2.33333333333
wiki	scotland scottish glasgow edinburgh james john aberdeen david alexander robert isle clan william loch dundee thomson castle scot british clyde	2.71428571429	2.375	2.55555555556	2.0
wiki	function number set point theory space group theorem equation mathematics give form define matrix mathematical vector algebra polynomial complex case	2.66666666667	3.0	2.66666666667	2.6
wiki	diamond rangers zoo earthquake ranger circle lion power wolf cut red owl stone ufo animal beers gem quest brilliant carat	1.33333333333	1.2	1.45454545455	1.77777777778
wiki	*john *david *james *william *michael *george *robert *paul *richard *peter *thomas *mark *chris *charles *tom *steve *mike *frank *jim *bob	2.16666666667	2.5	2.54545454545	2.22222222222
wiki	senate republican house election democratic vote district governor senator campaign president committee bush u.s. elect representatives serve term run candidate	2.8	3.0	2.77777777778	2.81818181818
wiki	railway railroad train line locomotive rail build passenger gauge company service steam car run operate railways class track freight branch	3.0	2.81818181818	2.63636363636	2.88888888889
wiki	michael agent escape frank police bond fbi dexter detective kill plan help find case crime kim spy secret plot attempt	1.75	2.125	2.1	1.77777777778
wiki	cornwall hughes kenya cornish devon bristol plymouth exeter fowler adrian kibaki breton ellis constantine bmx kenyan mule pro 2007 national	1.22222222222	1.5	1.55555555556	1.1
wiki	album release song track version live single record band cover feature list include video disc music mix love studio remix	3.0	2.81818181818	2.875	2.9
wiki	computer system memory processor machine program instruction hardware card device ibm support software disk chip intel graphic display drive model	2.9	2.55555555556	3.0	2.66666666667
wiki	united states american u.s. washington boston massachusetts america york national d.c. north virginia president hampshire england connecticut rhode co. pennsylvania	3.0	2.55555555556	2.5	2.41666666667
wiki	isbn #if reference publishing books press guide links book external david 2005 history edition 1998 2004 ltd. publications 2006 2003	2.27272727273	2.0	1.63636363636	2.0
wiki	united states link= kingdom link=germany france <td detail link=italy link=japan point link=canada link=england link=australia link=sweden republic link=russia link=south link=brazil link=spain	1.81818181818	1.90909090909	2.125	2.11111111111
wiki	league baseball game major run season play player hit home pitcher career pitch series sox bat team red minor average	3.0	3.0	2.90909090909	2.66666666667
wiki	• betjeman effect receptor manifesta drug amphetamine winston mda mdma mmda pma agent inhibitorscatabolism nap ajah scopolamine pha phenethylamines dma	1.18181818182	1.3	1.0	1.75
wiki	united foreign international security military states government u.s. intelligence agency national country nations ministry relation minister affairs department president office	2.71428571429	2.66666666667	2.44444444444	2.55555555556
wiki	james wilson thompson brian bennett darwin armstrong lily booth howe gun richard iowa collier navy meyer powder explosion turret buckingham	2.09090909091	1.5	1.27272727273	1.625
wiki	water energy environmental power plant nuclear waste environment system supply wind pollution fuel natural reactor gas electricity source climate site	2.81818181818	2.72727272727	2.72727272727	2.77777777778
wiki	need box message fix parameter invalid "type=content "type=style "type=notice reference external links bear citation "type=move famous "type= "type=delete trivia reside	2.0	1.66666666667	2.09090909091	1.88888888889
wiki	film movie direct director release internet database festival documentary star feature production links cinema produce video short scene producer dvd	2.8	2.81818181818	2.72727272727	2.7
wiki	disease drug cancer treatment virus blood patient infection syndrome human case study health skin symptom risk condition effect clinical disorder	2.72727272727	2.81818181818	2.8	2.9
wiki	station radio broadcast database format broadcasting music call fcc *query information links license air communications change *radio country media rock	2.22222222222	2.33333333333	2.54545454545	2.2
wiki	power electric current electrical circuit battery voltage system device signal plug frequency cable wire type hybrid generator output control standard	2.75	2.66666666667	2.81818181818	2.75
wiki	canada canadian toronto ontario miller ottawa city globe star hamilton centre mail kingston provincial franklin cbc john north sudbury 2006	2.2	2.33333333333	2.7	1.6
wiki	family child father bear son marry die age daughter mother wife later live death brother move leave home parent school	2.75	2.77777777778	2.63636363636	2.42857142857
wiki	cover fair copyright image copy low subject resolution film album hold digital rights sell owner artist limit license u.s. law	2.33333333333	2.4	2.55555555556	2.36363636364
wiki	image copyright article fair original cover educational sample logo recording commercial illustrate box message fix need freely parameter invalid visual	2.81818181818	2.33333333333	2.36363636364	2.0
wiki	woman sex female gay sexual male women gender marriage abortion child lesbian feminist couple girl relationship rights same-sex violence homosexual	2.7	2.3	2.8	2.75
wiki	sir john england william english henry thomas london edward oxford richard lord british king george cambridge earl elizabeth charles son	2.55555555556	2.72727272727	2.54545454545	2.375
wiki	fight colorado round champion boxing title win boxer fighter denver decision professional lose bout knockout defeat record amateur k-1 heavyweight	2.45454545455	2.75	2.6	2.36363636364
wiki	township county jersey pennsylvania michigan borough detroit pittsburgh delaware ohio states united west center accessed elect locate district erie 2007	2.16666666667	2.44444444444	2.8	1.77777777778
wiki	style ="text-align ="background-color ="width class :right 0.5em margin-right rowspan=2 :center width colspan font-size 50px 130px background padding :middle :80 vertical-align	1.9	1.8	1.375	2.2
wiki	spanish spain del madrid carlos cuba barcelona josé juan latin manuel cuban luis maría basque antonio real las valencia colombia	2.3	2.3	2.18181818182	2.33333333333
wiki	league season play club football career united goal city sport join score manager town bbc cup game appearance player sign	2.83333333333	2.90909090909	2.54545454545	2.7
wiki	virginia war jackson civil union confederate west fort 1864 john american general lincoln sheridan gen battle richmond army 1862 1863	2.6	2.6	2.81818181818	2.41666666667
wiki	white black red blue flag color green wear yellow colour uniform cross arm dark coat symbol orange grey gold hair	2.4	2.2	2.45454545455	2.11111111111
wiki	company business group corporation inc. found industry sell acquire product firm market base include management largest corporate history limited operate	2.8	2.75	2.6	2.66666666667
wiki	saint monastery pope bishop abbey die monk iii henry death medieval century abbot church king holy archbishop peter john found	2.72727272727	2.33333333333	2.33333333333	2.44444444444
wiki	zone hala sinicized thompson nepal district buchanan bakersfield cube 1991 development village links live digital census himalaya committee population 2008	1.1	1.11111111111	1.18181818182	1.22222222222
wiki	island bay light beach coast port point sea ocean islands cape lighthouse north south peninsula harbor shore reef east harbour	2.9	2.90909090909	2.7	2.4
wiki	president council member serve minister chief board committee office appoint government general director secretary chairman executive officer position head national	2.7	2.7	2.77777777778	2.75
wiki	school high district elementary public education student grade middle schools secondary primary college locate community serve junior attend academy principal	3.0	3.0	2.77777777778	2.4
wiki	party election vote political candidate liberal government national democratic leader president win support conservative coalition minister alliance campaign member opposition	2.77777777778	3.0	2.8	2.875
wiki	story fiction book series character science short adventure publish tale fantasy write ghost mystery arthur set fictional plot holmes author	3.0	2.66666666667	2.66666666667	2.66666666667
wiki	race driver car team championship series win racing grand season finish formula prix lap speedway drive point place result start	2.91666666667	2.7	3.0	2.83333333333
wiki	band album rock release tour guitar play member record music vocal records bass drum song group live metal form lead	2.88888888889	3.0	3.0	2.72727272727
wiki	duke king count emperor charles louis iii prince frederick empire grand ferdinand maria austria henry roman france duchy house duchess	2.90909090909	2.5	2.0	2.44444444444
wiki	code number letter character system standard symbol digit sign type gadget call block represent write follow iso text script font	2.6	2.5	2.66666666667	2.33333333333
wiki	book write publish author story writer books american series review york publisher read include child press isbn interview short publishing	3.0	3.0	2.77777777778	2.63636363636
wiki	order northern no. ireland 2001 jordan n.i. bbs s.r. belfast amendment regulations malone social athol security services general mrs personal	1.3	1.3	1.33333333333	1.22222222222
wiki	family joe patent gang joseph boss crime member mafia mob brother grant frank york barbara tony underworld buffalo kenshiro operation	1.11111111111	2.42857142857	1.55555555556	1.875
wiki	film movie role actor star play television series database actress internet bear links career american drama external show character appearance	2.8	3.0	2.7	2.5
wiki	god religion tradition ritual place goddess shrine spirit legend mythology religious deity temple light worship call sacred form ceremony ancient	3.0	2.90909090909	2.8	2.9
wiki	muscle bone cell artery body nerve tissue ear part anatomy eye system brain surgery links blood surface area form branch	2.6	3.0	2.44444444444	2.77777777778
wiki	style ="background latd>90 latd<-90 longm<0 lats<0 latm<0 longs<0 house :#a8edef historic district national ave register :lavender list park building listing	1.5	1.5	1.0	1.3
wiki	2007 2006 2008 2005 2004 october 2003 september july november june 2009 august december march january april february access 2002	2.7	2.22222222222	2.1	1.9
wiki	vietnam finnish vietnamese finland south cambodia − helsinki north minh khmer laos lai province hanoi viet nguyen saigon cambodian communist	1.77777777778	1.72727272727	1.6	2.0
wiki	plan due end begin result continue later leave follow remain return month order change need announce problem give complete decide	2.1	1.71428571429	1.90909090909	1.875
wiki	number form large end small type allow require common change point similar side give call due case line need part	1.33333333333	1.22222222222	1.42857142857	1.55555555556
wiki	link ="left "#dfdddf" "#dfbbbf" ="background color :black yes :#90ff90 ="table-yes align :#ff9090 ="table-no style reservation :#ffb sco ford full :#ccccff	1.16666666667	1.18181818182	1.9	1.4
wiki	battle force army attack war troops fight capture british enemy end general soldier lead order command campaign give line fire	3.0	3.0	3.0	2.77777777778
wiki	development management project research international policy business develop information social global public organization community technology program environment resource institute economic	2.4	2.55555555556	2.88888888889	2.72727272727
wiki	million number total increase country include estimate government percent largest billion cost 2007 rate system report approximately 2006 high plan	2.09090909091	2.22222222222	2.22222222222	1.7
wiki	police prison crime trial arrest sentence charge murder criminal case officer court convict death guilty prisoner release drug law investigation	2.75	2.90909090909	3.0	3.0
wiki	– track vocal guitar album list bass drum release personnel engineer background keyboard percussion producer band piano records love note	2.44444444444	2.33333333333	2.63636363636	2.54545454545
wiki	network key datum protocol signal digital standard audio layer node control stream video device channel message compression virtual communication media	2.0	2.5	2.09090909091	2.0
wiki	poem poetry poet literature literary writer write publish english author book language collection verse include translation short story novelist prose	2.90909090909	2.88888888889	3.0	2.91666666667
wiki	album song single chart release hit top video singles music number billboard reach love week version hot pop track country	3.0	2.90909090909	2.6	3.0
wiki	psychology behavior disorder brain mental cognitive social enzyme psychological study human therapy theory child family individual personality group behavioral experience	3.0	3.0	2.83333333333	2.4
wiki	rugby union club league play wales team player match international national cup welsh england cardiff side try win south competition	2.5	2.875	2.5	2.88888888889
wiki	florida georgia tennessee alabama miami atlanta mississippi beach nashville south palm memphis united jacksonville tampa states county southern auburn orlando	2.71428571429	2.72727272727	2.27272727273	2.4
wiki	model datum test method process analysis system measure result information give scale determine level technique change problem variable distribution factor	2.09090909091	2.75	2.22222222222	2.18181818182
wiki	polish poland czech warsaw republic prague lithuanian lithuania jan german poles uprising kraków sejm czechoslovakia bohemian stanisław commonwealth reference august	2.7	2.2	2.54545454545	2.1
wiki	hotel maryland baltimore vegas las nevada lewis casino resort city room cumberland reno asbury terre gambling spa park waters haute	1.88888888889	2.27272727273	2.2	2.5
wiki	theatre play production opera stage theater musical performance company perform broadway director actor role include ballet act drama dance shakespeare	3.0	2.85714285714	2.63636363636	2.81818181818
wiki	car engine model vehicle ford motor production version front rear drive produce feature automobile design power wheel sell motors truck	3.0	2.6	3.0	2.77777777778
wiki	john brown mary newton martha baldwin samuel philip nicholas daniel green friends quaker isaac foley blind benjamin friend james george	2.0	1.83333333333	1.7	1.5
wiki	turkish iraq ottoman turkey armenian iraqi armenia kurdish baghdad istanbul turks sultan kurdistan azerbaijan pasha empire kurds province mosque persian	2.625	2.16666666667	2.0	2.77777777778
wiki	list *list ’ help incomplete nrhp expand minor witch planet page reference office mean include __notoc__ dorothy wizard **list directly	1.33333333333	1.1	1.09090909091	1.09090909091
wiki	mexico spanish puerto san argentina mexican rico del chile juan argentine aires buenos peru venezuela america costa santa city josé	2.25	2.5	2.4	2.33333333333
wiki	style rowspan solid :1px align=center #aaa ="border bgcolor ="border-width height :black :solid border-style ;border-color #f9f9f9 2px #f2f2f2 :2px colspan ="center	1.5	1.4	1.81818181818	1.90909090909
wiki	miss contestant winner win usa pageant competition girl top judge nina place final title idol compete queen teen finalist hold	2.8	2.91666666667	2.66666666667	2.66666666667
wiki	tribe indian native indians land nation chief american alaska live group tribal settler colony fort settlement history expedition language culture	3.0	2.1	2.66666666667	2.63636363636
wiki	park national area forest trail wildlife conservation reserve include lake natural nature land parks site acre service locate wilderness links	3.0	2.875	2.7	2.81818181818
wiki	team coach university football basketball college game season conference head national championship play player ncaa win bowl division school big	3.0	2.875	2.8	2.90909090909
wiki	retrieved 2009 #if reference referencesexternal links november 2008 october archived september .com .org august 2010 news designate april official times	1.44444444444	1.4	1.5	1.3
wiki	member association group organization society international foundation community found national youth conference website support meeting include membership organisation activity local	2.90909090909	2.75	2.4	2.66666666667
wiki	war 1944 cross 1945 1941 medal 1942 1940 1943 award german august september june july 1939 october december april army	1.875	1.55555555556	2.22222222222	2.0
wiki	adams wright hawaii anderson ross walker rogers def hunter leo hart hawaiian hogan cox honolulu brett weir eng hawai barrett	1.11111111111	1.1	1.75	1.77777777778
wiki	box fix message parameter invalid need "type=license summary #default #default#default licensing license rationale logo fair "type=content "type=style screenshot "type=notice source	2.16666666667	1.6	1.88888888889	1.71428571429
wiki	greek greece athens ancient egyptian egypt alexander classical cyprus athenian mythology city athena greeks war king spartan hellenic crete prefecture	2.55555555556	2.44444444444	2.7	2.6
wiki	county carolina north south hill virginia city charleston community montgomery courthouse u.s. creek roanoke springs wilmington franklin charlotte valley florence	2.16666666667	2.3	2.66666666667	2.25
news	injury week knee start practice play miss feel surgery left return suffer shoulder leave injure expect think leg training ankle	2.22222222222	2.55555555556	2.3	2.54545454545
news	loan debt bank financial billion credit government fund finance mortgage bankruptcy payment interest money rating pay lender imf plan help	2.54545454545	2.9	2.90909090909	2.75
news	florida county beach palm ballot recount count vote fla. fla official miami hand election orange machine sarasota nov. board result	2.46153846154	2.66666666667	2.8	2.7
news	prison death crime sentence penalty inmate prisoner murder convict jail criminal execution justice release victim case punishment offender serve parole	2.85714285714	2.88888888889	3.0	2.66666666667
news	news network fox television nbc cbs show abc rating broadcast program viewer media cnn coverage watch channel president audience espn	2.8	2.88888888889	2.57142857143	2.63636363636
news	beach island club summer pool tourist resort bar vacation place hotel swim town orleans south coast ocean hot local restaurant	2.72727272727	2.6	2.66666666667	2.66666666667
news	kosovo nato milosevic albanian yugoslavia serb serbian ethnic force war serbia bomb yugoslav belgrade air serbs attack refugee albania border	2.14285714286	2.27272727273	2.5	2.45454545455
news	player league baseball game sport team play owner football major season national athlete basketball fan professional ball sports strike commissioner	2.83333333333	2.6	2.66666666667	2.71428571429
news	africa south african country diamond nigeria kenya international president zimbabwe sierra congo west united aids leone continent africans mandela johannesburg	2.71428571429	2.83333333333	2.36363636364	2.11111111111
news	card credit service number customer call check mail consumer system machine information send company business phone charge postal line office	2.4	2.6	2.6	2.57142857143
news	american culture society generation america social age history today change idea americans human live sense cultural century think view book	2.75	2.22222222222	2.4	2.44444444444
news	york times 2001 2000 2002 2004 nov. photo april leave jan friday washington dec. news undate boston monday lite center	1.90909090909	1.66666666667	1.66666666667	1.45454545455
news	seattle washington lewis kelly rich northwest quinn john pardon follow post-intelligencer help call paul edition wash. portland rick d.c. past	1.33333333333	1.22222222222	1.11111111111	1.4
news	convention speech conference event national address president delegate show speak attend meeting night party host center speaker audience tell talk	2.85714285714	2.7	2.54545454545	2.66666666667
news	military force army soldier u.s. air troops navy officer pentagon commander base defense war command operation mission unit civilian gen	2.84615384615	3.0	2.90909090909	2.81818181818
news	peso latin percent argentina chile country venezuela peru mexico spain spanish bolivar argentine america foreign banco million government colombia president	2.0	2.33333333333	1.9	2.45454545455
news	percent rise rate report month increase price inflation growth consumer economist fall economy quarter expect show index sale decline analyst	2.875	2.8	2.88888888889	2.75
news	washington category news file hearst service question call sunday follow houston commentary mark story national tim albany editors tag president	1.85714285714	1.85714285714	1.77777777778	1.88888888889
news	star planet earth sun universe space solar telescope astronomer system alien sky scientist moon science mars comet light jupiter galaxy	3.0	2.91666666667	3.0	3.0
news	ask question think want answer tell talk thing give call try believe interview need point look speak hear feel add	2.7	2.44444444444	2.44444444444	2.18181818182
news	official monday week meeting statement tell comment friday report spokesman thursday decision ask issue call news meet conference concern speak	2.11111111111	2.11111111111	2.1	2.22222222222
news	school student teacher education high district class child public parent program teach grade classroom board learn elementary test principal educational	2.81818181818	2.9	2.77777777778	2.55555555556
news	internet online service computer company web technology information access user network site electronic software america on-line aol digital provider net	2.55555555556	2.90909090909	2.6	2.77777777778
news	king kennedy martin carter wright john jr. wallace luther president history ray jimmy rights family robert james national solomon johnson	1.88888888889	2.3	2.45454545455	2.0
news	nuclear weapon missile treaty united states program arm defense u.s. test iran administration country nation military war chemical security official	2.8	2.88888888889	2.77777777778	2.72727272727
news	car driver drive truck road traffic vehicle accident highway stop lane safety hour mile crash interstate speed light parking seat	2.72727272727	3.0	2.9	2.66666666667
news	budget cut tax billion spending government plan deficit increase federal fiscal congress money program proposal social spend security surplus reduce	3.0	2.5	2.6	2.81818181818
news	die later bear son wife survive university career daughter 1960 begin war serve early home york live 1970 father 1950	1.8	1.44444444444	1.27272727273	1.2
news	johnson tennis match play set open serve win player williams court final sampras game no. wimbledon grand slam point tournament	2.44444444444	2.9	2.45454545455	2.44444444444
news	gay sex sexual lesbian marriage homosexual woman rights harassment sexually issue group homosexuality rape tell relationship couple think partner human	2.66666666667	2.81818181818	2.63636363636	2.63636363636
news	hair eye skin face look body head tooth wear nose ear mouth laser blind lip cosmetic grow vision age beauty	2.8	2.72727272727	2.72727272727	2.75
news	cable television warner channel media network turner satellite company system industry service programming murdoch broadcast home broadcasting control communications subscriber	3.0	3.0	2.7	2.88888888889
news	stock market investor company exchange trading share trade sell price firm option sec broker security buy commission securities wall nasdaq	3.0	3.0	2.9	2.58333333333
news	jackson lakers bryant o'neal game team play fisher coach laker season point clipper player nba kobe guard shaquille los center	2.71428571429	2.6	2.5	2.77777777778
news	1/2 graphic service 1/4 times news york feature map post travel locator weekly 3/4 size move 1x2 file include newscom	1.125	1.5	1.36363636364	1.5
news	casino vegas las gambling lottery hilton hotel bet gaming itt trump machine griffin slot million money industry gamble game city	3.0	2.81818181818	2.6	2.83333333333
news	house room home design wall furniture floor chair door window table look glass build building kitchen space living bedroom live	2.9	2.7	2.45454545455	2.875
news	worth fort star-telegram visit wide online texas web service www .star-telegram.com dallas arlington .net call 817 write box find try	1.5	1.71428571429	1.88888888889	1.77777777778
news	country political power government economic democracy nation policy reform public decade leader change politics economy system corruption control free politician	2.88888888889	2.91666666667	2.6	2.77777777778
news	million estimate cost spend number billion total percent month nearly 100 expect dollar accord ago include add money half largest	2.44444444444	2.54545454545	2.0	2.36363636364
news	material end optional (story here. follows follows. begin month add week interview call ago try include recent group part friday	1.3	1.0	1.72727272727	1.25
news	defense boeing pentagon contract military douglas force air aircraft billion system lockheed aerospace missile program base martin mcdonnell raytheon general	2.9	2.63636363636	2.44444444444	2.6
news	bond yield rate percent point basis investor treasury market interest u.s. billion note sell fall government 30-year week rise bank	2.66666666667	2.81818181818	2.57142857143	2.6
news	immigrant immigration border illegal country united states service visa u.s. legal citizen patrol official agent number law group rouge naturalization	2.9	3.0	2.84615384615	2.22222222222
news	bosnia united war u.n. peace bosnian foreign nato international nations force troops u.s. security secretary albright states administration american policy	2.44444444444	2.6	2.8	2.55555555556
news	wife mrs. husband family woman marry marriage couple daughter child home divorce live mother friend son leave love father spouse	2.77777777778	2.22222222222	2.38461538462	2.88888888889
news	child baby mother birth parent care foster family infant home pregnant bear give month woman adoption pregnancy adopt disabled age	3.0	2.81818181818	2.3	2.83333333333
news	job leave decision office head interview run serve position staff post top candidate general change assistant role month replace close	2.72727272727	2.6	2.4	2.23076923077
news	law rule allow policy require regulation legal public rights issue ban protect government permit apply practice act violate standard federal	2.81818181818	2.875	2.90909090909	2.81818181818
news	book week woman ..... ...... sale 7.99.) simon &amp ....... 24.95 bookstore warner reflect find 6.99.) story murder 12.95 john	1.1	1.28571428571	1.27272727273	1.6
news	drug marijuana cocaine colombia heroin problem abuse crack addict alcohol dealer official gang law enforcement trafficker effort money addiction colombian	2.8	2.71428571429	2.7	2.90909090909
news	clinton president house white administration washington bill political congress presidential secretary hillary american policy office aide public issue rodham campaign	2.8	2.7	2.7	2.91666666667
news	miss week allen find return month leave think move moore ago parker begin hope give want decide end change happen	1.0	1.11111111111	1.33333333333	1.2
news	south korea north lee korean kim country group seoul win koreans government japan samsung won daewoo chang foreign co. hyundai	2.3	2.27272727273	2.44444444444	2.58333333333
news	roberts book strip owens comic include look katz color jane york call feature gould show want character page jenkins big	1.9	1.4	1.625	1.25
news	estate real property home sell buy sale house auction rent apartment owner buyer market tenant price trust lease housing building	2.91666666667	2.7	2.77777777778	2.63636363636
news	bill measure legislation pass law congress proposal limit allow issue change support amendment provision propose debate house reform ban oppose	2.90909090909	2.81818181818	3.0	2.9
news	business company firm venture industry market executive partner money big small investment deal corporate capital technology grow run start million	2.8	2.88888888889	2.72727272727	3.0
news	security intelligence official agent fbi agency cia information government director secret authority spy suspect bomb group threat law guard national	2.83333333333	2.88888888889	3.0	2.6
news	program welfare federal government benefit poor family money social child help provide job recipient receive aid pay reform subsidy support	2.88888888889	2.33333333333	2.72727272727	2.7
news	wood paint metal wall surface water hole remove cut board put piece plastic inch steel roof call need install cover	2.6	2.5	2.54545454545	2.33333333333
news	afghanistan india pakistan taliban afghan indian pakistani country alliance government kabul northern group leader official military kashmir laden war force	2.81818181818	2.77777777778	2.1	2.81818181818
news	child parent kid family age adult young help home school need learn play older teach want mom mother activity feel	3.0	2.8	2.66666666667	2.44444444444
news	dole campaign republican party bob candidate buchanan presidential forbes perot clinton primary gramm hampshire gop run political alexander kemp iowa	2.5	2.54545454545	2.44444444444	2.375
news	disney movie film entertainment studio hollywood universal walt theater release star park warner video million summer theme wars animation harry	2.9	2.90909090909	2.8	2.5
news	turn story find end image try fact begin course young matter offer force look note set reality figure act soon	1.63636363636	1.55555555556	1.3	1.63636363636
news	city mayor kansas giuliani york council missouri rudolph public hall official week local think business community neighborhood office area support	2.33333333333	2.22222222222	2.4	2.0
news	site web e-mail page information find internet search online list .com offer include address feature message click want look check	2.83333333333	2.66666666667	2.6	2.54545454545
news	small number find large choose consider look choice point mean difference case reason size need part important tend type term	1.72727272727	1.81818181818	1.71428571429	1.88888888889
news	news story york bloomberg move service u.s. times equity client moved bbn washington -0- business company contact question stock budget	2.11111111111	2.0	1.875	2.2
news	race car driver nascar gordon cup winston racing lap track team 500 earnhardt speedway finish run season series win drive	2.875	2.71428571429	2.9	2.77777777778
news	test lake ice skate testing program hamilton figure salt pair kwan result short utah skater judge jump skating weiss performance	1.77777777778	2.3	1.88888888889	1.88888888889
news	court supreme justice law case decision federal amendment act constitutional constitution congress rights appeal rule ruling opinion government power majority	2.8	2.81818181818	3.0	2.88888888889
news	word collins henry elvis author millennium love york 500 palmer times history rockefeller presley pearl american death give recently issue	1.36363636364	1.18181818182	1.4	1.16666666667
news	team cup play soccer game player goal revolution match coach score final league minute u.s. kick win season galaxy national	2.9	2.875	2.77777777778	2.57142857143
news	bush president administration white house powell secretary washington policy national cheney george nation defense security adviser plan colin office call	2.9	3.0	2.81818181818	2.6
news	yard play game run pass cowboys touchdown team season quarterback receiver defensive defense giants end ball offense field tackle coach	2.8	2.90909090909	2.5	2.8
news	russia russian moscow yeltsin soviet putin president russians chechnya boris union czech kremlin republic chechen communist minister vladimir western country	2.6	2.6	2.8	2.72727272727
news	think want thing guy lot play look feel try start tell learn hard career job talk kind put part big	1.3	1.5	1.45454545455	1.88888888889
news	protest flag march crowd street event rally protester parade group city police thousand demonstration stand show hundred hold country sunday	2.54545454545	2.36363636364	2.4	2.88888888889
news	game coach bowl team season football play tech college big player no. florida quarterback usc saturday school conference dame nebraska	2.8	2.5	2.8	2.7
news	wear fashion dress designer look show clothes woman suit style shoe shirt collection design black jacket clothing line pants model	3.0	2.8	2.90909090909	2.66666666667
news	park road mountain mile lake trail north area valley river place trip town hill canyon drive view national land walk	2.7	2.75	2.5	2.63636363636
news	union worker labor strike job wage contract pay employee minimum member wages local hour president increase leader factory benefit represent	3.0	2.90909090909	2.81818181818	2.81818181818
news	ship cruise port boat sea crew island sail caribbean coast vessel line levy aboard harbor passenger sailor canal shipping america	2.81818181818	3.0	2.9	2.81818181818
news	company share billion million percent stock shareholder buy merger acquisition analyst offer sell deal stake corp. cash purchase price bid	2.8	2.5	2.77777777778	2.42857142857
news	cent price fall u.s. pound demand crop wheat million rise future market ton week bushel delivery coffee exchange trader corn	2.66666666667	2.54545454545	2.33333333333	2.66666666667
news	taylor ride hill armstrong tour evans bike horse cowboy rider bull rodeo stage bicycle ranch race lance wear motorcycle roy	1.72727272727	1.77777777778	1.91666666667	1.875
news	fan stadium ticket team game seat arena crowd sport sell event field city home watch owner attendance show club park	3.0	2.875	2.90909090909	2.8
news	million pay money contract deal receive salary fee payment sign worth give offer bonus agree dollar raise cash financial cost	2.7	2.625	2.7	2.76923076923
news	los angeles california move sport file valley daily calif. l.a. hills 818 southern san santa notebook fernando call hollywood news	1.88888888889	1.88888888889	1.8	1.55555555556
news	fall include number add total top lead 300 drop june cut 200 set 150 400 100 500 end offer continue	2.0	1.44444444444	1.33333333333	1.27272727273
news	davis knicks nelson o'brien riley team york mason garden patrick sprewell ewing heat van houston play miami night madison marcus	1.55555555556	2.33333333333	1.83333333333	2.11111111111
news	japan japanese yen tokyo co. ministry bank ltd. fall securities government corp. rise nikkei billion economy report trillion finance company	2.8	2.125	2.4	2.2
news	church catholic priest bishop pope cardinal john abuse vatican roman paul parish archdiocese rome child sexual diocese rev. law victim	3.0	2.90909090909	2.66666666667	2.8
news	coach team game play basketball player season ncaa tournament guard ucla point college conference school final big forward knight win	2.8	2.90909090909	2.75	2.81818181818
news	arizona phoenix symington republic burns valley tucson n.y scottsdale want chandler reach mesa client news call think tempe service ariz.	1.72727272727	1.54545454545	1.8	1.9
news	pound plc u.k. million percent london penny british share profit business group company u.s. rise unit analyst market sale bid	1.55555555556	2.27272727273	2.22222222222	2.5
news	cell brain human study researcher find protein disease body university scientist mouse show experiment system effect dr. blood chemical immune	2.5	2.71428571429	2.55555555556	2.77777777778
news	anderson john scott edwards reed montgomery ward portland marshall russell oregon schwartz month ross call reid spencer graves run valley	2.18181818182	1.9	1.36363636364	1.6
news	show series television episode season network producer star comedy nbc night character viewer abc drama cbs fox watch executive tonight	3.0	2.875	2.7	2.8
news	coffee sell box item brooks find call buy want catalog shop candy order include store product chocolate collector collection mills	1.66666666667	1.72727272727	2.18181818182	2.0
news	photo york times 1999 1998 1996 april sun. 1997 adv. leave nov. march 1995 *lite washington aug. news service 1994	2.375	1.66666666667	1.72727272727	1.72727272727
news	christmas holiday dec. gift santa season thanksgiving tree december eve halloween present family give special celebrate tradition bring house carol	3.0	3.0	2.5	2.22222222222
news	ms. dance dancer ballet york company robbins perform city director choreographer performance piece cunningham stage center dancing create woman balanchine	2.11111111111	2.27272727273	2.6	2.22222222222
news	carolina south north ohio virginia national michigan maine southern maryland georgia florida university washington alabama tennessee louisiana wisconsin minnesota california	1.9	2.4	2.4	2.2
news	oil gas price energy barrel production fuel gasoline company natural crude petroleum pipeline percent shell million drilling produce refinery field	2.88888888889	2.88888888889	2.81818181818	3.0
news	cup sugar butter cream gram minute fat recipe egg 1/2 add calorie flour cookie pan serve bake cake stir teaspoon	2.72727272727	2.83333333333	2.9	2.81818181818
